n,k,count
103,92,10
109,98,12
78,62,5
108,34,3
133,76,24
170,86,8
108,15,11
174,104,2
85,20,9
145,55,27
139,109,15
142,110,20
104,43,9
117,63,14
118,53,13
135,72,13
142,131,25
171,60,9
138,30,23
110,94,13
130,115,18
83,9,5
119,51,19
73,3,29
68,20,6
72,59,10
125,18,21
132,11,25
126,40,18
113,12,7
133,43,13
139,52,17
126,82,11
123,96,12
89,66,10
72,5,16
74,9,10
82,66,8
113,45,13
104,49,12
140,49,14
81,2,31
136,42,16
153,89,60
185,2,17
73,57,8
146,52,27
77,63,5
79,14,9
75,14,4
176,122,2
171,51,28
144,100,17
186,3,14
106,52,11
142,62,19
117,47,8
117,54,10
118,66,9
69,64,18
86,60,11
81,6,17
66,60,9
65,56,9
110,66,12
124,82,15
124,44,14
100,58,8
64,4,14
69,9,3
60,4,15
60,33,5
62,8,7
64,57,7
67,5,12
65,7,8
64,58,10
64,56,8
172,127,23
125,27,12
125,12,13
140,121,24
125,102,19
126,12,15
122,51,12
130,118,15
94,73,4
138,64,14
140,33,21
115,49,10
117,61,15
111,49,10
115,48,10
117,33,9
121,110,15
90,44,11
116,34,21
119,12,19
113,96,19
80,68,12
94,81,13
52,13,4
100,22,8
156,138,53
119,96,12
133,122,26
75,44,6
91,38,9
122,38,17
118,79,13
132,102,14
128,79,17
119,42,17
34,12,4
36,31,10
29,6,2
29,23,2
31,22,4
45,40,3
106,33,6
90,59,8
87,55,6
110,100,14
108,94,11
115,17,18
48,2,20
60,9,5
65,41,5
138,33,22
137,111,18
130,85,9
133,97,19
132,93,15
57,24,4
57,20,2
50,40,4
133,93,14
83,55,3
146,48,25
135,45,16
152,111,50
123,60,9
111,40,15
110,46,7
35,17,3
24,23,9
48,28,5
30,11,2
54,47,4
33,23,5
47,30,2
30,21,2
135,120,20
136,13,15
27,3,4
29,9,3
59,5,7
120,72,12
41,1,31
59,56,29
131,28,18
44,42,12
97,5,20
105,61,14
105,77,12
98,92,13
103,29,11
92,10,9
69,52,3
63,56,4
68,28,6
102,65,7
90,9,7
94,50,11
123,57,10
149,55,43
113,89,13
80,14,12
103,70,6
75,20,4
83,7,11
42,30,4
46,41,7
53,47,9
85,69,9
88,30,11
68,33,4
88,60,7
124,71,10
134,16,14
129,118,13
131,77,16
134,60,14
132,14,15
144,74,19
134,17,18
135,118,27
126,97,13
79,35,4
78,27,8
117,46,6
115,45,13
121,66,9
78,24,9
105,90,14
102,20,8
98,23,16
103,94,12
108,31,9
119,52,11
127,81,7
137,10,20
127,118,29
76,6,8
149,136,34
96,85,12
85,60,7
90,63,6
80,71,14
88,40,9
61,3,20
60,3,13
78,64,13
80,12,9
77,66,11
74,63,18
73,62,8
98,12,12
139,127,21
141,121,20
144,70,17
54,2,19
86,28,7
150,117,36
111,33,11
77,35,5
182,166,1
111,77,17
124,89,13
131,46,14
129,50,18
116,65,14
107,42,7
131,99,25
131,111,25
134,113,20
109,90,11
140,40,16
115,15,12
139,44,20
134,99,16
109,96,15
152,115,53
132,123,28
123,87,19
116,90,12
115,21,13
123,102,20
105,92,17
180,33,1
118,35,11
172,73,4
171,101,8
175,71,1
171,71,6
169,99,19
134,76,17
109,76,13
86,78,5
134,66,21
130,41,18
130,88,15
127,76,18
142,57,22
102,15,12
138,76,17
140,74,19
142,72,19
181,152,1
79,58,9
137,77,15
136,77,19
135,112,16
143,69,22
53,15,9
38,16,3
50,30,5
86,11,13
89,71,9
176,136,9
117,101,12
170,101,30
172,77,6
69,63,13
66,5,14
70,9,6
70,13,8
100,68,5
111,66,17
66,54,10
54,13,6
58,3,26
69,55,6
68,16,5
68,4,26
66,51,10
62,11,7
66,52,5
147,84,25
117,97,13
144,47,20
124,76,13
70,60,3
37,31,5
40,30,1
40,11,3
82,29,6
132,94,19
57,17,8
150,30,35
150,37,34
124,32,15
184,178,3
169,80,27
172,87,5
139,82,17
133,14,20
76,64,15
82,70,7
123,33,16
132,54,20
133,101,10
130,37,13
90,24,5
70,67,21
109,35,7
169,81,16
149,133,29
177,142,7
145,106,26
87,76,13
147,120,39
106,92,12
172,55,14
174,121,7
169,68,38
122,11,15
143,48,26
142,78,24
88,32,13
174,103,2
95,4,39
104,11,15
103,81,12
142,82,22
115,88,3
124,19,11
97,64,6
133,98,19
138,112,24
74,8,4
72,32,6
63,30,5
75,12,12
57,41,4
134,104,27
133,22,15
132,66,8
105,76,8
138,72,12
92,81,11
127,28,14
96,37,5
118,9,21
71,39,6
125,13,21
127,104,11
60,31,2
34,5,6
35,5,9
41,9,4
81,27,5
102,90,13
97,57,4
104,70,9
112,58,10
124,45,18
142,96,16
56,3,14
64,47,5
53,29,9
68,51,7
70,51,7
88,13,7
88,79,6
92,88,31
93,10,7
87,20,8
56,18,6
174,115,2
177,36,6
171,108,15
177,38,6
171,73,6
176,115,1
172,111,5
180,35,3
186,6,2
147,108,33
118,52,11
61,18,5
101,93,12
145,37,28
44,33,2
43,7,8
50,1,52
125,89,15
77,75,27
71,19,6
70,2,28
58,18,5
105,9,9
125,46,11
128,24,14
151,17,42
145,118,29
96,86,11
100,79,10
108,75,12
117,79,6
151,49,32
136,32,22
142,39,32
32,13,3
53,43,2
135,92,12
66,36,4
130,22,12
91,29,5
100,67,10
103,5,30
48,30,5
84,58,9
93,28,10
115,61,10
91,62,10
92,59,11
91,35,6
97,12,12
92,50,7
91,34,9
93,58,5
110,102,22
120,83,9
126,59,15
109,67,14
134,44,15
140,71,15
119,40,9
128,15,16
67,6,6
61,45,7
63,42,7
109,14,12
142,97,19
134,127,36
151,32,29
42,1,36
89,15,9
115,58,11
82,8,7
99,83,14
45,14,3
97,56,14
57,40,3
61,33,3
87,18,9
32,19,1
56,39,2
88,34,9
124,33,16
111,73,14
117,83,13
133,77,9
135,53,14
144,79,28
113,78,7
122,86,15
126,42,17
116,38,6
114,104,9
111,26,7
123,28,14
55,12,6
97,86,7
146,109,29
72,13,9
55,7,5
53,41,6
52,41,7
49,4,8
56,12,3
69,30,4
139,33,19
52,9,5
52,6,6
51,48,9
50,43,9
45,6,12
141,30,25
86,36,3
41,4,7
100,32,7
102,36,12
91,75,10
91,74,10
84,11,11
65,35,4
84,33,6
87,49,10
88,44,6
87,41,6
83,32,6
85,45,10
83,47,9
58,50,7
145,35,18
117,60,10
146,135,37
103,47,8
173,104,3
70,22,6
40,5,6
101,15,12
37,4,11
134,124,23
48,21,3
174,45,10
94,78,8
136,49,21
101,48,9
110,19,15
111,87,10
143,71,18
146,47,24
71,48,4
106,90,12
63,49,7
58,17,4
52,37,7
48,36,6
84,22,5
66,41,7
67,10,5
87,33,7
87,54,6
85,52,9
83,51,8
70,10,9
131,98,10
122,60,3
64,27,9
97,13,10
70,18,6
105,63,13
125,81,9
49,27,6
105,47,8
114,28,11
97,37,8
102,40,13
152,97,45
147,45,30
57,48,6
62,12,4
98,61,10
99,54,7
100,42,5
94,39,11
98,46,11
132,23,16
134,42,11
66,13,4
145,102,26
112,51,12
112,61,10
110,61,11
74,11,6
91,25,8
124,8,24
65,11,6
116,83,10
108,23,5
147,115,24
132,101,13
127,95,11
145,122,36
113,6,20
110,54,6
127,107,14
114,33,11
139,63,18
148,112,36
142,33,25
87,13,9
116,27,8
129,15,21
133,12,10
110,22,11
142,28,23
135,74,13
147,15,26
104,77,10
82,5,14
75,31,6
107,67,8
70,56,4
75,9,8
63,48,7
73,63,6
80,40,4
140,47,19
107,19,5
139,34,22
134,64,19
54,38,7
52,14,1
54,33,4
53,3,17
53,35,6
121,52,8
175,133,8
66,63,25
184,6,7
122,104,15
97,76,10
63,12,8
74,26,5
71,16,5
66,9,9
106,59,14
76,50,5
125,23,14
112,25,8
82,76,13
130,63,20
113,71,10
94,41,7
127,35,11
84,36,10
88,42,8
54,49,4
57,45,2
55,40,3
137,32,13
59,6,4
61,5,17
90,45,5
145,25,24
147,99,18
132,25,18
79,64,7
142,52,23
126,17,17
176,133,6
43,24,4
49,37,1
39,17,2
36,27,3
38,22,2
50,5,11
25,15,1
37,27,1
36,5,5
35,20,4
22,12,1
64,49,4
87,66,6
176,81,3
54,16,6
89,67,10
88,65,12
98,10,9
111,70,11
34,8,3
136,12,18
172,126,27
86,57,14
107,18,11
106,87,10
106,16,14
112,68,8
105,98,8
94,68,8
127,97,19
109,82,7
107,78,12
109,80,8
137,36,18
174,67,2
114,86,9
141,81,29
94,90,33
94,82,15
91,36,4
184,40,1
185,173,1
181,36,1
186,183,5
182,26,3
100,91,11
143,32,25
114,11,10
119,24,18
78,9,12
103,44,7
116,57,7
117,18,19
149,91,28
135,69,27
148,123,44
69,2,26
99,22,11
98,26,11
68,2,46
181,160,4
107,35,8
116,60,10
112,60,11
81,13,13
99,65,7
94,25,8
95,72,3
74,49,6
70,6,9
145,16,22
81,4,25
109,50,7
78,57,6
76,57,5
77,57,6
110,58,13
105,51,9
104,50,8
137,107,20
47,15,5
30,15,1
61,27,5
41,31,2
43,37,6
44,7,2
133,108,18
108,16,11
56,55,54
151,19,59
52,48,8
106,67,7
119,39,8
80,43,7
83,39,8
128,86,15
123,68,14
118,64,12
144,115,24
66,38,10
60,51,5
96,7,10
90,33,10
100,92,12
137,131,47
104,24,8
92,44,8
93,41,8
82,28,6
148,77,33
108,79,9
64,55,6
55,45,9
30,14,1
30,2,8
31,11,2
136,27,17
127,111,23
108,40,6
89,48,9
172,64,5
104,17,11
135,71,8
134,71,16
148,139,41
122,84,14
118,84,12
124,112,9
135,91,17
77,54,5
74,47,6
137,104,15
106,97,14
122,45,9
136,72,15
144,18,26
129,30,19
98,24,8
113,28,14
116,28,8
126,95,15
143,80,23
138,102,27
63,10,4
55,16,4
65,40,4
111,45,13
118,41,7
107,34,6
49,23,4
177,47,1
129,99,12
111,8,13
104,90,16
77,10,11
134,105,12
132,92,21
30,4,4
29,2,12
149,102,25
174,66,6
29,26,3
90,31,4
123,20,13
71,17,6
86,44,9
68,63,10
59,51,4
95,46,10
173,68,3
173,98,5
80,16,11
90,38,4
90,51,7
129,12,14
128,116,12
125,113,18
43,16,2
53,51,31
63,13,5
105,59,8
123,23,15
126,85,13
121,99,11
113,104,16
127,106,23
75,54,3
112,32,11
59,7,8
94,79,16
102,11,13
143,13,27
91,39,8
114,84,12
109,33,9
78,14,2
96,41,8
117,49,14
79,6,11
97,63,11
102,91,8
114,16,13
112,80,19
54,11,6
137,129,42
93,79,13
135,58,9
82,13,5
136,111,20
131,42,8
118,24,10
118,15,16
104,58,7
132,40,10
139,15,26
110,78,15
104,25,12
138,48,21
142,74,18
61,14,6
58,46,5
67,29,7
137,29,15
56,2,27
129,68,17
122,29,12
124,27,10
134,67,12
65,14,4
71,8,3
73,9,10
127,79,17
135,84,14
104,59,7
142,102,22
114,24,10
109,59,7
87,38,9
138,36,18
139,74,26
66,40,3
120,63,11
94,18,10
84,9,9
142,77,20
113,47,13
107,11,22
42,28,4
98,71,9
133,62,19
77,44,7
144,15,22
84,54,6
113,79,10
92,49,6
76,27,7
102,14,9
101,86,10
65,42,5
135,101,19
84,75,7
39,20,3
38,19,2
175,118,1
175,54,3
143,33,18
81,47,11
79,50,5
91,87,24
114,37,12
105,28,9
109,75,10
115,91,16
131,57,17
105,24,15
81,10,11
80,8,8
94,83,14
100,82,17
21,20,4
20,16,2
20,14,1
22,7,1
170,64,25
118,72,8
115,22,12
96,88,11
85,22,4
102,9,12
117,80,9
120,48,9
55,46,6
61,11,4
58,44,6
60,44,5
61,37,8
175,136,10
93,21,11
57,38,4
25,4,3
26,11,3
141,20,22
128,30,15
170,83,11
149,112,35
146,44,27
105,19,8
80,60,6
124,106,22
63,34,4
63,19,2
78,58,3
85,24,11
137,96,24
128,91,15
127,93,15
121,84,9
78,69,17
129,116,16
110,26,12
134,29,20
178,49,1
138,31,13
85,14,9
134,97,14
118,26,12
115,26,13
51,34,5
77,7,4
126,18,15
46,33,4
44,36,12
48,8,6
95,36,6
93,22,9
119,70,11
118,97,17
115,79,8
121,31,15
57,15,6
57,42,5
123,59,16
66,15,9
179,87,1
72,39,7
76,68,4
84,60,9
101,71,6
107,68,6
101,42,11
127,25,10
101,6,12
105,55,7
134,73,18
132,49,15
133,51,22
144,40,22
99,7,15
113,100,15
147,77,32
83,21,4
45,26,3
108,42,9
101,32,7
133,104,16
62,40,6
115,37,12
61,22,5
93,52,5
175,35,19
177,146,9
144,125,32
150,31,25
180,156,5
65,23,3
86,51,8
137,31,14
103,55,8
102,46,6
102,47,3
120,97,17
132,37,16
106,71,10
172,69,4
76,10,8
76,7,10
146,112,25
106,60,7
122,24,10
145,20,24
112,20,10
105,45,5
108,61,16
136,74,16
112,42,11
77,55,3
86,8,9
183,102,1
186,17,1
186,19,2
184,159,1
179,51,1
124,16,20
129,69,15
145,72,30
97,68,9
98,51,10
102,76,7
90,62,5
139,37,21
120,26,10
120,95,12
107,7,23
92,66,10
113,90,7
111,78,6
126,56,15
96,64,12
185,4,3
186,1,7
132,99,17
92,29,8
145,30,23
144,33,29
123,83,9
114,92,9
114,9,14
148,31,27
93,40,12
62,55,8
84,79,16
99,48,7
177,127,2
134,11,20
134,85,22
110,29,15
55,10,3
15,12,1
21,19,1
31,8,2
64,11,3
57,53,15
54,9,5
36,3,3
44,41,10
64,3,26
58,37,3
88,12,12
80,47,8
81,37,6
77,26,9
47,24,2
53,36,1
57,16,3
49,7,7
113,102,15
104,65,13
87,75,9
56,25,2
70,8,9
83,43,5
75,33,5
72,17,8
36,30,7
54,39,5
58,43,3
69,53,6
74,16,4
85,37,2
119,55,10
138,57,16
99,39,5
115,74,9
106,85,10
87,70,6
127,65,14
108,43,4
117,58,7
150,99,35
80,74,12
75,7,7
125,41,13
113,67,9
113,23,15
129,92,10
99,45,9
118,43,13
102,88,10
129,22,18
100,35,8
105,94,11
96,48,5
124,92,9
87,37,2
126,50,15
127,49,17
128,28,18
73,14,8
122,49,17
49,3,8
126,44,11
96,33,6
110,33,11
139,85,17
128,56,18
126,60,12
127,60,14
74,31,9
140,63,19
64,30,6
66,61,17
113,20,15
115,92,11
174,75,2
140,32,22
128,45,23
50,46,17
46,44,15
48,45,16
69,26,3
38,4,7
117,12,15
108,52,11
103,67,7
59,30,6
60,29,4
52,28,2
49,21,3
68,11,9
77,52,8
98,58,6
82,35,10
90,25,8
62,44,6
89,23,6
83,76,9
55,2,19
61,17,8
62,17,4
71,50,5
104,32,10
79,22,7
94,36,6
104,47,10
123,80,13
110,52,9
125,37,9
72,51,11
103,54,4
53,28,5
88,55,3
128,29,16
148,97,32
89,50,7
86,73,13
87,12,13
109,49,6
75,68,1
149,40,42
72,28,8
92,39,5
145,101,24
91,78,10
91,80,8
125,68,9
85,75,11
84,10,9
87,77,3
106,84,10
97,10,10
135,78,10
95,51,4
129,38,16
127,109,14
137,123,17
126,43,14
186,16,1
143,14,12
106,10,11
116,13,10
141,88,13
117,78,15
125,20,12
179,150,5
125,36,20
88,83,25
103,19,10
65,4,15
51,5,6
50,47,13
90,40,5
90,13,11
83,45,10
122,41,9
62,39,3
62,28,6
63,21,6
121,63,10
96,90,22
133,35,19
94,23,9
116,21,6
88,37,13
112,67,8
121,85,10
90,36,11
124,20,23
115,39,9
124,52,10
50,44,8
116,14,9
113,48,8
117,93,8
67,27,6
118,49,16
120,38,14
100,16,11
105,48,12
118,89,10
101,37,13
89,54,7
75,32,6
67,17,5
179,84,1
65,19,7
120,88,3
96,69,12
177,122,3
76,22,9
77,17,11
79,36,8
120,16,11
99,82,8
113,93,12
117,103,19
113,92,16
133,94,29
132,51,11
102,79,12
43,39,8
74,38,10
121,27,14
126,41,9
72,7,9
66,57,11
180,18,8
116,110,30
120,93,9
97,80,11
74,20,7
182,143,1
80,72,6
90,19,5
54,22,5
60,55,9
90,70,6
85,41,5
121,104,8
93,39,9
124,35,11
40,37,9
40,7,7
40,35,5
38,5,8
62,42,5
116,32,16
95,77,12
111,35,9
80,10,6
57,51,7
35,33,10
35,34,33
43,38,8
43,4,4
94,22,4
132,85,21
125,54,14
135,115,19
117,90,15
120,49,14
113,14,25
122,105,15
115,99,20
131,40,13
98,17,7
142,44,21
140,96,13
111,15,13
132,39,14
114,20,9
131,118,14
140,92,21
137,74,18
108,38,9
134,92,17
107,32,8
126,100,18
60,45,6
59,46,5
62,24,6
65,17,5
67,63,19
64,23,5
51,2,23
52,50,15
64,50,4
58,48,11
66,25,11
68,56,7
65,53,3
64,45,4
63,51,6
144,26,26
137,64,19
82,33,7
96,50,6
104,68,9
91,32,4
90,68,12
74,59,6
80,57,7
127,13,15
84,23,7
82,24,9
50,37,6
109,10,15
67,42,10
63,23,3
55,14,5
78,72,7
58,38,5
109,12,17
68,17,5
50,12,2
71,60,10
46,23,2
38,15,4
75,34,5
34,20,3
55,18,6
115,6,18
104,85,8
109,91,14
115,94,10
122,62,11
131,33,15
135,52,11
136,41,22
80,73,5
135,89,17
102,95,19
172,107,8
122,102,16
126,103,17
126,104,14
128,17,25
175,121,2
177,121,1
180,60,2
181,53,1
184,43,1
181,37,1
173,95,3
181,58,1
181,54,1
184,36,1
177,129,1
179,54,1
182,50,1
181,27,1
114,90,11
142,56,15
115,85,10
139,28,18
134,100,16
83,24,15
100,72,6
77,21,5
117,44,9
119,97,20
174,65,3
123,94,13
54,32,4
56,35,5
57,23,4
78,48,8
39,9,2
100,14,14
96,79,18
121,42,12
123,31,13
141,101,21
104,28,10
100,25,5
61,25,1
85,25,9
92,30,11
92,63,8
105,37,6
93,20,11
96,77,7
108,35,10
113,74,7
116,73,9
86,21,5
86,14,10
104,67,14
96,60,9
113,36,12
107,72,9
119,6,32
82,16,9
90,21,4
105,39,6
103,39,12
108,48,11
91,24,12
110,63,5
108,56,7
105,38,9
76,24,5
92,23,5
124,77,7
130,67,16
102,57,4
134,18,23
86,81,14
143,78,25
100,90,9
98,9,5
99,89,11
120,46,14
104,97,21
104,86,14
119,41,15
105,42,13
104,42,7
129,17,18
88,78,5
67,9,5
67,50,10
65,51,6
77,9,3
83,13,6
84,31,5
84,32,6
97,88,7
81,74,5
74,67,6
65,60,9
79,11,8
71,66,16
72,40,7
70,11,11
116,47,10
109,88,9
107,73,11
102,66,7
118,40,8
125,58,12
103,20,13
101,95,21
100,20,17
103,62,8
75,29,6
71,9,9
62,48,7
73,60,7
105,96,15
89,61,8
89,37,6
94,84,5
73,8,4
132,80,8
85,6,10
58,10,2
118,18,4
81,43,7
84,65,9
81,63,7
54,15,5
53,17,6
91,7,19
106,82,9
122,77,12
125,65,7
108,41,8
106,37,7
99,30,9
147,69,30
86,80,9
73,31,6
145,91,18
137,100,20
108,72,3
68,45,8
85,39,7
88,43,6
55,28,4
54,18,2
52,17,4
41,39,12
49,18,3
66,19,5
97,30,7
117,11,9
127,16,19
132,46,16
76,11,8
77,11,6
79,68,16
72,9,8
79,8,8
71,43,8
81,73,6
182,171,13
186,2,4
122,65,13
100,48,9
59,41,4
102,35,10
99,67,10
101,69,7
130,62,15
139,69,15
69,5,8
76,72,26
90,29,6
135,79,20
134,77,12
113,55,15
100,83,9
119,59,10
121,94,17
112,21,12
70,48,5
173,69,5
99,14,15
114,103,14
116,39,12
92,40,6
128,118,18
109,25,7
108,90,10
97,33,5
104,61,11
131,17,17
116,31,13
85,29,4
106,9,15
140,76,25
136,79,18
102,45,4
129,107,21
122,111,10
120,58,10
127,59,22
123,63,11
72,12,5
100,74,8
114,17,23
93,83,7
137,59,17
136,58,10
135,80,20
130,27,17
177,141,3
125,77,9
177,61,2
95,45,4
142,121,26
78,37,3
51,41,4
53,9,6
49,38,2
48,40,9
119,43,9
93,27,6
95,76,6
96,74,5
128,52,14
109,41,16
86,12,10
76,28,11
63,57,5
68,9,8
112,73,4
108,36,8
123,85,13
83,44,5
55,11,6
72,6,9
139,77,17
60,24,3
56,33,6
56,21,4
53,34,4
57,25,4
75,55,8
75,17,5
94,43,12
96,43,7
106,39,8
88,38,11
74,10,7
99,57,6
97,42,9
112,62,7
141,31,19
100,95,28
125,50,15
105,57,8
69,37,5
109,69,3
38,35,10
44,8,6
104,73,14
104,30,6
102,72,8
63,38,4
95,87,6
143,129,20
126,84,18
114,102,7
90,15,10
87,17,13
69,34,8
135,73,18
126,79,13
127,82,13
82,32,10
68,36,7
83,28,10
113,8,14
96,29,6
77,59,12
115,56,8
149,86,28
91,6,23
130,16,20
112,95,11
137,27,18
20,1,5
47,7,4
36,9,1
33,16,4
38,13,2
29,10,1
140,13,21
120,73,6
51,21,7
85,51,7
94,31,4
89,29,11
80,33,7
115,105,13
97,49,5
125,100,15
129,101,13
100,51,7
126,71,14
109,55,9
114,69,9
148,127,37
92,73,8
112,31,10
96,22,11
102,84,7
134,111,16
115,44,9
138,83,17
173,127,16
47,39,10
127,67,13
96,42,7
129,94,13
114,89,12
33,27,2
69,32,5
108,54,9
47,26,2
94,34,2
130,84,14
132,48,8
131,39,17
65,8,4
80,67,3
73,59,6
110,67,12
126,113,11
85,73,4
176,109,1
128,47,12
102,81,6
99,78,10
101,50,8
112,94,16
36,2,10
146,41,29
66,7,2
85,38,6
129,95,17
141,105,23
125,43,9
147,127,41
143,47,20
124,79,13
132,47,15
125,16,17
121,67,11
141,27,27
113,40,14
135,77,23
75,30,4
85,70,7
135,55,12
114,27,12
105,88,12
104,33,8
99,33,4
139,102,19
104,26,16
103,16,11
54,12,3
85,44,9
115,52,15
125,106,17
93,33,5
76,49,8
70,29,9
75,59,5
72,57,4
68,26,5
52,29,7
49,34,4
27,18,1
27,8,1
30,18,6
95,49,9
107,87,7
139,30,19
121,14,10
84,77,7
66,59,7
43,36,3
88,9,3
38,7,8
78,39,8
104,35,5
98,41,5
137,86,19
173,110,4
137,55,17
115,16,16
119,37,6
143,10,21
93,12,11
131,64,14
120,98,18
56,49,10
103,45,5
55,17,7
83,41,7
80,41,9
175,135,5
110,40,10
128,20,16
180,47,1
120,43,12
76,59,5
81,29,7
70,39,5
92,32,4
118,44,10
115,78,13
116,53,13
125,79,15
31,20,2
52,39,7
55,36,4
33,14,2
43,18,3
71,46,9
71,55,6
69,4,18
72,20,6
95,63,5
128,60,10
134,90,9
69,38,7
35,31,5
69,49,9
51,32,4
51,20,4
46,10,3
104,34,7
72,27,3
71,29,9
110,56,8
103,53,7
145,78,15
132,42,7
181,166,5
114,68,8
126,111,14
179,152,2
179,27,2
126,11,27
119,71,6
114,57,6
92,48,9
78,55,7
119,100,9
71,25,3
82,65,7
128,90,12
120,32,8
133,26,22
50,20,5
50,15,4
62,38,4
60,39,7
108,76,7
111,20,15
76,37,4
96,56,8
59,40,7
76,52,4
73,26,3
77,50,11
94,32,6
129,72,13
92,15,4
109,37,9
65,46,6
119,54,12
123,103,9
95,50,5
66,21,5
62,43,6
84,45,3
84,41,8
88,23,12
106,58,10
108,45,7
59,17,4
69,44,7
73,16,7
70,17,6
77,72,10
133,44,14
42,8,3
37,2,10
78,40,7
78,38,6
123,73,12
113,53,13
57,13,4
121,95,15
101,35,10
105,14,11
61,15,7
128,89,14
101,57,8
59,21,4
92,22,5
121,41,11
100,21,6
130,52,15
93,37,5
114,35,11
121,35,11
122,91,17
62,27,5
107,80,11
62,31,4
74,36,5
75,36,9
117,68,10
79,56,8
110,50,9
94,54,6
99,64,6
133,29,16
118,98,16
99,56,8
136,47,21
84,18,6
100,81,11
96,17,11
125,86,20
119,103,15
107,76,11
104,60,2
97,50,8
67,32,2
54,45,7
62,53,9
132,81,10
117,87,11
70,23,4
106,31,7
53,38,1
70,53,5
87,14,11
82,11,10
117,26,17
97,39,5
83,62,10
97,22,4
139,80,8
109,39,7
110,39,11
98,54,3
122,103,11
119,38,17
78,59,6
71,62,11
123,42,12
74,40,6
66,58,12
76,17,8
57,18,6
74,17,7
72,60,6
81,67,6
108,33,9
94,26,8
71,5,9
101,41,16
115,59,11
102,25,2
67,52,5
179,151,6
180,28,1
181,17,4
181,165,9
180,152,2
175,139,16
111,13,13
84,61,9
101,18,18
116,80,8
120,65,12
115,54,15
105,29,12
121,105,19
175,132,6
106,30,11
132,64,11
76,66,7
74,42,7
79,47,7
57,4,15
120,35,5
117,88,13
71,38,4
34,31,6
35,30,8
142,61,18
179,130,3
181,146,1
180,121,3
179,29,3
177,65,1
177,52,5
174,117,5
176,100,2
177,66,1
172,109,6
79,13,6
105,67,6
178,132,2
181,144,1
177,117,1
137,35,17
104,10,9
141,46,16
64,29,4
62,36,5
128,96,17
131,76,22
131,85,17
143,107,17
115,47,12
136,40,19
74,39,3
69,36,10
59,39,2
88,47,3
115,104,14
181,39,3
125,48,17
113,10,10
126,80,20
124,65,10
114,107,24
131,96,19
89,21,8
89,68,12
90,20,5
108,57,11
133,32,12
47,41,9
48,37,6
70,65,9
68,38,6
170,66,9
56,11,3
142,71,13
48,5,5
177,32,7
122,94,10
81,51,4
84,35,5
50,17,3
174,51,11
175,124,3
174,122,2
97,11,16
137,68,14
173,103,3
136,53,17
91,31,6
169,76,10
172,83,4
182,71,1
183,56,1
183,114,1
182,136,2
181,148,1
174,105,2
48,38,6
47,12,1
173,50,9
132,35,18
142,48,20
84,56,9
125,49,6
81,58,4
64,5,13
60,7,5
98,87,13
103,42,6
108,74,11
115,73,12
113,44,11
70,52,6
113,66,10
52,36,3
69,27,6
96,82,14
93,38,2
130,103,12
103,51,3
99,74,5
112,81,10
88,77,6
119,8,24
170,67,13
175,126,4
176,47,3
179,125,1
112,100,13
77,38,6
120,39,12
58,29,5
45,33,4
175,73,3
177,44,4
178,126,1
179,53,2
178,105,1
178,133,2
68,10,8
118,34,16
44,6,4
39,2,14
51,47,11
53,12,4
45,7,6
49,47,17
91,44,7
112,19,15
113,43,9
33,4,4
37,21,4
24,19,4
89,63,3
129,39,11
107,25,8
86,48,5
53,5,1
125,90,13
74,69,8
141,65,17
123,64,13
114,51,14
107,65,5
175,113,2
48,10,5
77,53,11
110,30,9
74,62,5
137,33,19
27,14,2
115,23,14
113,64,9
174,124,5
117,14,18
69,15,5
98,13,9
137,48,21
96,38,8
72,52,8
63,52,4
109,46,8
59,37,1
176,130,1
83,33,7
81,35,9
78,34,2
84,44,8
76,16,6
78,12,12
74,23,6
176,50,2
66,28,9
85,68,8
73,24,3
85,80,18
109,52,10
176,36,7
128,107,16
119,98,11
102,13,10
101,21,9
110,34,7
101,11,7
101,7,16
88,49,6
85,48,8
128,83,17
105,79,11
34,6,5
32,3,6
52,43,5
37,7,5
100,18,13
60,8,4
51,26,4
88,28,8
123,82,9
92,37,4
79,21,8
83,75,10
112,7,24
138,86,15
108,86,8
109,95,19
69,56,7
32,26,2
51,14,8
40,33,4
47,13,4
45,12,2
51,46,4
51,33,5
133,45,11
52,12,7
57,19,4
64,19,10
51,4,5
67,47,4
41,38,18
113,42,12
56,37,4
48,7,7
48,43,3
64,44,8
79,34,4
105,58,9
136,76,18
129,75,19
115,95,11
39,32,7
51,7,6
82,41,5
87,79,9
123,12,12
79,57,7
104,80,7
65,32,3
116,41,10
124,98,10
104,88,15
92,16,11
144,68,19
109,72,8
109,56,10
57,36,4
110,80,10
78,30,1
136,84,12
83,67,5
92,68,6
70,32,3
62,29,3
103,27,11
48,31,4
176,44,4
128,105,15
60,25,4
119,32,3
101,19,9
137,61,16
184,169,2
77,43,7
136,101,15
102,24,9
139,29,20
132,58,20
89,72,6
114,70,7
83,63,5
171,68,7
113,16,17
91,41,5
114,40,8
175,82,3
112,83,12
89,45,8
103,89,10
93,51,8
131,100,15
71,7,4
126,26,18
78,25,4
84,29,4
124,49,12
100,54,6
109,22,12
119,49,13
130,47,18
135,50,16
122,14,13
172,60,5
136,110,16
97,21,5
98,80,14
107,46,6
44,21,1
88,31,8
68,34,6
76,63,8
85,54,3
91,15,7
63,29,7
97,25,8
86,34,4
82,20,4
89,30,4
88,7,10
145,117,17
81,65,12
112,56,9
130,95,15
